관리번호,제목,언론사,언론사 구분,사용구분,등록일
37847,"홍범도는 독립기념관에 vs ""1cm도 옮기지 마라""...별들의 전쟁",머니투데이,경제지,Y,2023-09-04
37848,"민주당 천안을, 독립기념관서 릴레이 단식 ""역사 왜곡 중단하라""",뉴스1,기타,Y,2023-09-04
37849,"현안 언급 잦아진 문재인, 총선 앞두고 목소리 커지나",뉴시스언론사 선정,기타,Y,2023-09-04
37850,"대통령실, 文 겨냥 “전직 대통령이 지나치게 나서는 게 문제”",국민일보,중앙지,Y,2023-09-04
37851,홍범도 장군 흉상 창고에 처박으면 의병 돼 싸울 것,오마이뉴스언론사 선정,기타,Y,2023-09-04
37852,정부 겨냥 메시지 늘어난 文… 총선은 전현직 대통령 매치 ,서울신문언론사 선정,기타,Y,2023-09-04
37853,정율성·홍범도 논쟁  '관심 없다'는 청년들 [임명묵의 MZ학 개론],시사저널언론사 선정,기타,Y,2023-09-04
37854,"대통령실 ""홍범도 논란, 전직 대통령 지나치게 나서는 게 문제""",뉴스웍스,기타,Y,2023-09-04
37855,<이슈&인물> 다시 꺼내진 홍범도,일요시사,기타,Y,2023-09-04
37856,"경북 청송군, 항일의병기념공원 재개관 기념 학술회의 개최",브릿지경제,기타,Y,2023-09-04
37857,“불굴의 표상” “볼셰비키즘 신봉”…홍범도 장군 ‘이념논쟁’ 격화,국제신문언론사 선정,기타,Y,2023-09-04
37858,"中언론, 홍범도 흉상이전 韓정부 비판에, 박민식 “내정간섭… ‘부용치훼’ ...",동아일보언론사 선정,기타,Y,2023-09-04
37859,"역사전문가 심용환 ""안중근 의사도 곧 빨갱이입니까 """,오마이뉴스,기타,Y,2023-09-04
37860,野 이종섭에 ‘해병대 수사외압’ 공세 …與 “윤미향 법 위반” 맞불,중앙일보,중앙지,Y,2023-09-04
37861,"[정치쇼] 전원책 ""이재명 출구 전략  비책 없다…구속 못 피할 것""",SBS,방송사,Y,2023-09-04
37862,"홍범도, 충직한 볼셰비키 당원 vs ""대통령실 나서서 철회하라""",SBS,방송사,Y,2023-09-04
37863,천안시 내년 '관광 활성화'에 역점 둔다,충청투데이,지역종합지,Y,2023-09-04
37864,"문재인 전 대통령, '홍범도 흉상 논란'에 또 대통령실 압박",이투데이,기타,Y,2023-09-04
37865,"[뉴스앤이슈] 국방장관 ""홍범도함 명칭 변경 검토 필요""...'단식' 이재명, 대...",YTN,방송사,Y,2023-09-04
37866,"태영호 ""김일성, 홍범도는 공산주의자 아니다""…2년 뒤 '국가 정체성' 혼선 주...",더팩트언론사 선정,기타,Y,2023-09-04
37867,홍범도 장군이 '자유시 참변' 관여 …'팩트 체크' 결과는,서울경제언론사 선정,기타,Y,2023-09-04
37868,"윤석열정부 이념 논쟁 언제까지, 홍범도엔 눈치보던 국힘 윤미향엔 파상 공세",비즈니스포스트,기타,Y,2023-09-04
37869,"김병주 ""윤 정부의 주특기는 '백지화'… 홍범도 장군 지우기 매우 안타까워""",국회방송,기타,Y,2023-09-04
37870,[#053/054] 국군과 항일무장투쟁 관련 없다는 '매일신문'의 궤변,뉴스민,기타,Y,2023-09-04
37871,"홍범도, 볼셰비키즘 신봉‥국군 사표 삼을 수 없어",MBC,방송사,Y,2023-09-04
37872,춘천 금병초 김래원군 전국웅변스피치대회 초등부 대상 수상,강원일보,지역종합지,Y,2023-09-04
37873,"청송, 항일의병기념공원 재개관 기념 학술회의",경상매일신문,기타,Y,2023-09-04
37874,"청송군, 항일의병기념공원 재개관 기념 학술회의 개최",경북신문,기타,Y,2023-09-04
37875,"항일의병 기념공원 재개관청송군, 기념 학술회의 개최",경북매일신문,기타,Y,2023-09-04
37876,"육사 독립군 흉상 철거는 역사 쿠데타, 대통령실에 이상한 사람들 있다는 의...	",K스피릿,기타,Y,2023-09-04
37877,[사설] 국방부의 우려스러운 행보,뉴스티앤티,기타,Y,2023-09-04
37878,[조맹기의 언론 톺아보기] 종전선언은 북한의 항시 남침 돕는 한반도 ‘자유이...,스카이데일리,기타,Y,2023-09-04
37879,[정창옥의 열사일침(烈士一鍼)] 반국가 세력의 ‘매국 자유이용권’ 종전선언,스카이데일리,기타,Y,2023-09-04
37880,"빙그레, '어린이 그림잔치' 천안 독립기념관서 개최",뉴스1,기타,Y,2023-09-05
37881,"독립기념관, 9월의 독립운동가 이재현·한형석·송면수 선정",천지일보,기타,Y,2023-09-05
37882,건축은 종합 예술… 독립기념관 터 잡을 때 옛 풍수로 대통령 설득,조선일보,중앙지,Y,2023-09-05
37883,[기고] 독립운동 폄훼보다 더한 역사부정은 없다,경향신문,중앙지,Y,2023-09-05
37884,"(박창식의 K-국방)독립전쟁 정통성, 미 군정조차 존중했다",뉴스토마토,기타,Y,2023-09-05
37885,"충남 천안시의회 김미화 의원, 독립기념관 입구서 '후쿠시마와 홍범도 사태' ...",뉴스프리존,기타,Y,2023-09-05
37886,독립운동가 평가절하의 시작인가,법보신문,기타,Y,2023-09-05
37887,"하태경 ""'홍범도 선거' 되면 국민의힘 망해…지도부 나서야""",뉴시스언론사 선정,기타,Y,2023-09-05
37888,“우리도 독일처럼…경북 안동에 이민청 설립합시다”,국민일보,중앙지,Y,2023-09-05
37889,하태경 “이순신도 왕정 추구…‘홍범도 총선’ 되면 망한다”,서울신문언론사 선정,기타,Y,2023-09-05
37890,대정부질문 첫날‥'오염수·홍범도' 공방 전망,MBC,방송사,Y,2023-09-05
37891,"왜곡·날조로 홍범도 장군 도려내기, 설마 일본 때문인가",오마이뉴스언론사 선정,기타,Y,2023-09-05
37892,"안보실 2차장·국방비서관 교체  김병민 ""자연스러운 인사인동에 색안경 말아...",YTN,방송사,Y,2023-09-05
37893,홍범도 흉상 철거는 파묘 한 역사학자의 일침[탐스토리],노컷뉴스언론사 선정,기타,Y,2023-09-05
37894,이명박은 쓸 필요없고 윤석열 대통령 평전은...,오마이뉴스,기타,Y,2023-09-05
37895,"국방부 공문 수준, 처참하다…‘홍범도 철거’ 주장 오류 3가지",한겨레언론사 선정,기타,Y,2023-09-05
37896,홍범도 흉상 이전 논란에 말 아끼는 국민의힘 [정국 기상대],데일리안언론사 선정,기타,Y,2023-09-05
37897,"CJ푸드빌, 미국 조지아주에 공장 설립…롯데웰푸드, 추석 선물세트 판매 [식품...",시사오늘,기타,Y,2023-09-05
37898,홍범도 흉상 이전 비판한 文 겨냥… 대통령실 “지나치게 나서는게 문제”,국민일보,중앙지,Y,2023-09-05
37899,김중업 설계 주한프랑스대사관 건축부재 상설 전시,뉴시스,기타,Y,2023-09-05
37900,"[유통가 레이더] ""저출산 극복에 백화점 나섰다""... 롯데百, 출산·양육 지원...",녹색경제신문,기타,Y,2023-09-05
37901,[토마토레터 제251호] 육군사관학교의 정통성은 독립군이 아닌 일본 육사 ,뉴스토마토,기타,Y,2023-09-05
37902,[시선집중] 하태경 “홍범도로 총선 치르면 우리 당 망해.. 당 지도부 나서야...,MBC,방송사,Y,2023-09-05
37903,"[Daily Pick유통] 쿠팡, 파라바게뜨, 빙그레, KT&G 外",뉴스저널리즘,기타,Y,2023-09-05
37904,"[리포트]홍범도 장군 흉상 이전지  ""협조 요청 없어""",대전MBC,기타,Y,2023-09-05
37905,"하태경 ""홍범도 말고 윤미향 같은 사람을 문제 삼아야… 이대로 가면 총선 참...",국회방송,기타,Y,2023-09-05
37906,"[종합]민주당 충남도당 천안을 지역위원회 ""역사왜곡, 굴욕외교, 후쿠시마 오...",뉴스프리존,기타,Y,2023-09-05
37907,"김미화 천안시의원, “홍범도 흉상 이전 반대” 릴레이 단식 동참",시사뉴스24,기타,Y,2023-09-05
37908,[한중권의 생태·역사기행] 친일과 애국을 함께 체험할 수 있는 밀양,단디뉴스,기타,Y,2023-09-05
37909,[아침을 열며]농사에서 배우는 역사의 준엄함,경남도민일보,지역종합지,Y,2023-09-05
37910,[잡채기 칼럼] 홍범도 과거사,뉴스클레임,기타,Y,2023-09-05
37911,"[뉴스하이킥] 간토대학살 연구자 ""우리 정부 아무 노력 없어.. 부끄럽고 참담...",MBC,방송사,Y,2023-09-05
37912,[국제포토] 천안시의회 더불어민주당 김미화 의원 릴레이단식 참여,국제뉴스,기타,Y,2023-09-05
37913,"[국제포토] 천안시의회 더불어 민주당 김미화의원 ""홍범도 장군을 지켜주세요...",국제뉴스,기타,Y,2023-09-05
37914,"[국제포토] 천안시의원 더불어민주당 김미화 의원 ""천안시민 여러분 잘못된 건...",국제뉴스,기타,Y,2023-09-05
37915,"[포토] 김미화 천안시의원, 홍범도 흉상 이전 반대 '릴레이 단식'",아시아투데이,기타,Y,2023-09-05
37916,제36회 빙그레 어린이 그림잔치' 10월 14일 독립기념관에서 개최,이코리아,기타,Y,2023-09-06
37917,"與 내부서도 '홍범도 논란' 비판 목소리…""중도층 떠나갈라""",데일리안언론사 선정,기타,Y,2023-09-06
37918,붉은 노을 금강 따라 백제 아닌 근현대 역사,국민일보,중앙지,Y,2023-09-06
37919,2년 전 '대선후보 윤석열'과 싸우는 尹대통령,시사저널언론사 선정,기타,Y,2023-09-06
37920,"윤상현 “홍범도 흉상 논란, 이슈화될수록 여당이 불리”",조세일보언론사 선정,기타,Y,2023-09-06
37921,"윤상현 ""尹, 왜 지금 반국가세력 척결  총선 승리가 더 중요""[한판승부]",노컷뉴스언론사 선정,기타,Y,2023-09-06
37922,"국힘 하태경 ""'홍범도 선거'되면 부산도 진다...국민 웃음거리될 것""",JIBS언론사 선정,기타,Y,2023-09-06
37923,윤상현 “수도권 중도층은 이념보다 경제 중시···홍범도 논란 국힘에 도움...,경향신문언론사 선정,기타,Y,2023-09-06
37924,총선 표 계산… 이념공방 경계나선 與,스카이데일리,기타,Y,2023-09-06
37925,"[최강시사] 최형두 “野, 대통령을 극우 유튜버로 몰며 이념 공세…안타까워”",KBS,방송사,Y,2023-09-06
37926,"국회, 오늘 외교·통일·안보 분야 대정부질문…채 상병 사건·홍범도 흉상 공...",뉴스핌,기타,Y,2023-09-06
37927,[양삼열의 생활 속 풍수이야기] 박문수 어사의 묘소,경북신문,기타,Y,2023-09-06
37928,"경북 안동에 이민청 설립하자…경북도, 제2회 슈퍼화공포럼 성료",경북일보,기타,Y,2023-09-06
37929,지지율 떨어지는데 … 여 '홍범도 논란' 수습할까,내일신문,중앙지,Y,2023-09-06
37930,"빙그레, ‘제36회 빙그레 어린이 그림잔치’ 개최",CNB뉴스,기타,Y,2023-09-06
37931,"최형두, 대정부질문 ‘尹 탄핵’ 주장에 “정도 지나쳤다”",쿠키뉴스,기타,Y,2023-09-06
37932,"경북도, ‘슈퍼(super) 화공 포럼’개최...'지방시대 경북 대한민국 선도전략...",브레이크뉴스,기타,Y,2023-09-06
37933,열자마자 태극기가 딱! 펄어비스 '검은사막' 라카이 광복절 콜라보 파푸 패키...,게임조선,기타,Y,2023-09-06
37934,[단독] 보훈부 격상 후 오히려 독립 기념 예산 삭감,KBS언론사 선정,기타,Y,2023-09-07
37935,"빙그레, 학생 독립운동가 명예졸업식 영상 공개",연합뉴스,기타,Y,2023-09-07
37936,"호남호국기념관, 전남교육청 업무협약 보훈문화 확산",국제뉴스,기타,Y,2023-09-07
37937,"돌격 앞으로' 대통령실, 여당은 따라가기 바쁘다",주간조선언론사 선정,기타,Y,2023-09-07
37938,TK서도 홍범도 왜 건드리냐 반발…지지율 흔들린 與 당황,중앙일보언론사 선정,기타,Y,2023-09-07
37939,"93세 강제동원 피해 할머니 ""윤 대통령 당당히 싸워줬으면 좋겠다""",오마이뉴스,기타,Y,2023-09-07
37940,[유통 브리핑] 빙그레·풀무원·교촌,나이스경제,기타,Y,2023-09-07
37941,[여기는 전남] 삼별초의 고려 왕도…진도군 ‘고도’사업 추진,KBS,방송사,Y,2023-09-07
37942,[이철재의 전쟁과 평화] 하루아침에 군함 이름 바꾼 미국판 ‘역사 바로세우기...,중앙일보,중앙지,Y,2023-09-07
37943,"빙그레, 제36회 빙그레 어린이 그림잔치 개최",보건뉴스,기타,Y,2023-09-07
37944,[신복룡의 신 영웅전] 홍범도 흉상이 설 자리,중앙일보,중앙지,Y,2023-09-07
37945,"[비즈&] 우리금융, 희귀난치질환 청소년 등 의료비 지원 外",연합뉴스TV,기타,Y,2023-09-07
37946,동양칼럼/ 홍범도 흉상 철거 논란,동양일보,기타,Y,2023-09-07
37947,"수세에 몰린 국민의힘, '윤미향 조총련 이슈'로 대야공세 나서",민주신문,기타,Y,2023-09-07
37948,[기자수첩] '역사 바로잡기'의 탈을 쓴 '역사 왜곡',데일리스포츠한국,기타,Y,2023-09-07
37949,"[Daily New유통] 오뚜기, LF, 쿠팡트래블 外",뉴데일리,기타,Y,2023-09-07
37950,[가고파] 홍범도 장군- 이종구(김해본부장),경남신문,지역종합지,Y,2023-09-07
37951,"천안시, 47층 전망대에 미디어아트관 조성",지디넷코리아,기타,Y,2023-09-07
37952,제10회 Dancing Y 참가팀 모집,대전시티저널,기타,Y,2023-09-07
37953,"[유통가 레이더] ""몽탄신도시에 또 이마트 떴다""... 이마트, 맘스터치 담은 4...",녹색경제신문,기타,Y,2023-09-07
37954,"빙그레, '세상에서 가장 늦은 졸업식' 다큐멘터리 영상 공개",이코노미톡뉴스,기타,Y,2023-09-07
37955,[유통갤러리-ESG] 가족과 함께 행복 일구는 일터 오스템임플란트 外,뷰어스,기타,Y,2023-09-07
37956,"빙그레, '세상에서 가장 늦은 졸업식' 다큐멘터리 영상 공개",시사캐스트,기타,Y,2023-09-07
37957,제16회 TJB 전국장애학생 음악콩쿠르 예선전 펼쳐져,TJB대전방송,기타,Y,2023-09-07
37958,광복절 개관한 '양산시립독립기념관' 방문객 줄이어,노컷뉴스,기타,Y,2023-09-08
37959,"보훈부 ""독립기념 관련 예산 삭감, 항일 운동 지우기 아니다""",이데일리,기타,Y,2023-09-08
37960,“홍 장군이 공산주의자  그 시대 맥락·상황 봐야”,주간경향언론사 선정,기타,Y,2023-09-08
37961,우리가 홍범도다' 광주서 열린 홍범도 장군 흉상 철거 계획 백지화 촉구 기자...,뉴시스,기타,Y,2023-09-08
37962,총선 자충수 되는 윤 대통령의 '이념전쟁' [유창선의 시시비비],시사저널언론사 선정,기타,Y,2023-09-08
37963,홍범도 지우고 이승만 띄우기··· 극우·보수개신교 오랜 꿈 윤석열이 이루...,민중의소리,기타,Y,2023-09-08
37964,"천안시의회 ""물가 안정·어려운 이웃 살펴 행복한 추석 맞이할 것""",오마이뉴스,기타,Y,2023-09-08
37965,"빙그레, ‘세상에서 가장 늦은 졸업식’ 다큐멘터리 영상 티빙에 공개",CNB저널(문화경제),기타,Y,2023-09-08
37966,"천안시, 제10회 천안시청소년댄스동아리경연대회 참가팀 모집",충남일보,기타,Y,2023-09-08
37967,"고려인 감독 ""홍범도, 어렵게 모셔가더니 흉상 이전  모욕""[한판승부]",노컷뉴스언론사 선정,기타,Y,2023-09-08
37968,"보훈부 ""항일운동 지우기  터무니없다… 강한 유감""",뉴스1,기타,Y,2023-09-08
37969,역사정의' 나주 시민모금도 전달,광주드림,기타,Y,2023-09-08
37970,보훈부 “‘독립기념 예산삭감·항일역사 지우기’ 보도는 가짜뉴스”…“尹정...,문화일보,중앙지,Y,2023-09-09
37971,"“단도직입적으로 묻습니다, 홍범도가 공산주의자입니까 ”[인터뷰]",경향신문언론사 선정,기타,Y,2023-09-09
37972,[팩트체크] '자유시 참변'은 일본의 사주로 일어났다 ,연합뉴스,기타,Y,2023-09-09
37973,"침략자에 꼬박꼬박 ""선생""…6·25 전범 불감증 뒷감당 되나[한기호의 정치박박...",디지털타임스언론사 선정,기타,Y,2023-09-09
37974,제10회 천안시청소년댄스동아리경연대회 참가팀 모집,디트뉴스24,기타,Y,2023-09-09
37975,양산시립독립기념관 개관 관람객 5000명 방문,경남도민신문,기타,Y,2023-09-10
37976,"광복절 문 연 양산독립기념관, 개관 20일 5000명 돌파",부산일보,지역종합지,Y,2023-09-10
37977,"文, 공산주의 승리에 희열 로 대선 치렀던 홍준표, 尹엔 ""해묵은 이념전쟁""",디지털타임스언론사 선정,기타,Y,2023-09-10
37978,"홍준표 ""홍범도는 영웅…당시 시대정신으로 평가해야""",아시아경제,경제지,Y,2023-09-10
37979,"송영길 ""꼴뚜기"" 저격...이장우 ""송사리는 감옥 뿐""",더퍼블릭,기타,Y,2023-09-10
37980,"돌아온 영웅 홍범도, 대한민국이 배척하다[타임라인]",노컷뉴스언론사 선정,기타,Y,2023-09-10
37981,"빙그레, ‘제36회 빙그레 어린이 그림잔치’ 개최",신아일보,기타,Y,2023-09-10
37982,제10회 천안시청소년댄스동아리경연대회 참가팀 모집,충청매일,기타,Y,2023-09-10
37983,이승만 기념관 건립 위한 범국민 모금운동 시작,TV조선언론사 선정,기타,Y,2023-09-11
37984,"양산시립독립기념관, 관람객 개관 20일만에 5000명 방문",울산신문,기타,Y,2023-09-11
37985,빙그레 '학생 독립운동가 명예 졸업식' 다큐멘터리 공개,뉴스프리존,기타,Y,2023-09-11
37986,해군 “홍범도함 명칭 변경 검토하지 않지만 의견 수렴 필요”,경향신문언론사 선정,기타,Y,2023-09-11
37987,"윤석열 정부, 역사 쿠데타로 보수 분열시켜…대구·경북도 반대",한겨레21언론사 선정,기타,Y,2023-09-11
37988,"차기 국방장관 유력 신원식 “文, 국군 뿌리까지 빨갛게 만들어”",서울신문언론사 선정,기타,Y,2023-09-11
37989,"윤상현 ""대통령이 '내가 심판받겠다' 해도, 총선은 당이 주도권 가져야""",프레시안언론사 선정,기타,Y,2023-09-11
37990,낙화놀이 없어도 더없이 아름다운 무진정,오마이뉴스,기타,Y,2023-09-11
37991,"권오중 천안시의원 ""천안을 야간명소로 만들어야""",충청뉴스,기타,Y,2023-09-11
37992,문득 가을 하늘,매일노동뉴스,기타,Y,2023-09-11
37993,"[뉴스킹]윤상현 ""이재명 단식  본회의 일정 봐가며 구속 늦춰...심각한 내부 ...",YTN,방송사,Y,2023-09-11
37994,"[뉴스파노라마-정치유심조] 송태영""이재명 단식은 정치쇼""",BBS NEWS,기타,Y,2023-09-11
37995,[이병희의 산행 마루 42회] 역사 깊은 태조산,골프타임즈,기타,Y,2023-09-11
37996,[권태오 장군의 영점사격] 홍범도 장군 흉상이 왜 거기서 나와 ,뉴스퀘스트,기타,Y,2023-09-11
37997,"[시선집중] 황기철 ""홍범도 흉상 이전은 실패한 역사 쿠테타.. 함명 변경 논란...",MBC,방송사,Y,2023-09-11
37998,"함태호 대한노인회 서울 구로구지회장 ""노인들 달라고만 하지 말고 베풀기도 ...",백세시대,기타,Y,2023-09-11
37999,"[주간팩트체크] '하반기 경제', '가석방 없는 종신형', '자유시 참변'",뉴스톱,기타,Y,2023-09-11
38000,[신 영웅전] 홍범도 흉상이 설 자리,미주중앙일보,기타,Y,2023-09-11
38001,영세건설업체 부담 고려 안전관련 규제법 유예 등 차등적용 필요,대한전문건설신문,기타,Y,2023-09-11
38002,"천안시의회 권오중 의원, ""관광자원 부족한 천안에 야간경관을 조성해야""",중도일보,지역종합지,Y,2023-09-11
38003,"이영애, ‘이승만 기념관’ 계좌 오픈 전에 “기부하겠다”",매일경제언론사 선정,기타,Y,2023-09-12
38004,전쟁기념관에 전시된 홍범도 장군 흉상,뉴스1,기타,Y,2023-09-12
38005,"이영애, '이승만 기념관' 후원 계좌 열기 전에…""기부할게요""",미디어펜,기타,Y,2023-09-12
38006,역관·독립운동가·서예가…'근대 문예인' 오세창을 다시 보다,연합뉴스,기타,Y,2023-09-12
38007,[수요칼럼] 역사적 평가는 신중해야 한다,대구신문,기타,Y,2023-09-12
38008,백선엽은 왜 윤봉길 의사가 죽인 '시라카와 요시노리'로 창씨개명했을까[이기...,경향신문언론사 선정,기타,Y,2023-09-12
38009,"제3회 아시아가톨릭농인대회, 인도네시아 자카르타서 열려",가톨릭신문,기타,Y,2023-09-12
38010,"[오늘의 천안시의회 뉴스]천안시의회, 시민을 위한 '제262회 임시회' 개회",브릿지경제,기타,Y,2023-09-12
38011,"국립중앙박물관, ‘근대 문예인’ 위창 오세창 소장품전",KBS,방송사,Y,2023-09-12
38012,"충남일자리경제진흥원, '희망드림 판매전' 참가기업 모집",충청뉴스,기타,Y,2023-09-12
38013,"대전지방보훈청, 용남초등학교와 현충시설 사랑 공동협력",충청뉴스,기타,Y,2023-09-12
38014,"黨이냐 尹이냐 용산發 김태우 전략공천 시그널, 기로에 선 김기현號",일요서울,기타,Y,2023-09-12
38015,[르포] 갈 곳 없는 홍범도 흉상···국민화합 위해 '항일·반공' 영웅 찾아야...,위클리오늘,기타,Y,2023-09-12
38016,"국립중앙박물관, '근대 문예인, 위창 오세창葦滄 吳世昌'특별 조명",핸드메이커,기타,Y,2023-09-12
38017,"디노마드, '2023 천안로컬푸드 페스티벌' 운영",공감신문,기타,Y,2023-09-12
38018,“덕분에 자유대한민국 품에서 살아” 이승만기념관 기부한 이영애 편지,조선일보언론사 선정,기타,Y,2023-09-13
38019,울산만 없는 독립운동 기념공간…전국 특·광역시 곳곳에 조성,연합뉴스,기타,Y,2023-09-13
38020,"빙그레, 천안 독립기념관서 ‘어린이 그림잔치’",스포츠동아,기타,Y,2023-09-13
38021,“어이가 없어 웃으련다” 홍범도 모셔온 조진웅 입 열었다,매일경제언론사 선정,기타,Y,2023-09-13
38022,"황운하, '홍범도 장군로' 폐지 시사 대전시장에 ""무지의 소치""",노컷뉴스언론사 선정,기타,Y,2023-09-13
38023,"황운하 ""검찰 표적수사 및 보복기소...무죄 확신""",충청뉴스,기타,Y,2023-09-13
38024,역사인식 논란 점입가경,금강일보,기타,Y,2023-09-13
38025,"황운하 국회의원 ""이장우 대전시장 무지의 소치""",굿모닝충청,기타,Y,2023-09-13
38026,"홍성교육지원청, 용봉초 6학년 3박4일간 몽골 해외체험학습",국제뉴스,기타,Y,2023-09-13
38027,동양일보 독자권위원회 9월 회의,동양일보,기타,Y,2023-09-13
38028,"이장우 대전시장·황운하 국회의원, '홍범도 장군' 놓고 설전 격화",뉴스핌,기타,Y,2023-09-13
38029,"이장우 대전시장, 이번엔 황운하 의원과 '정면 충돌'",충청뉴스,기타,Y,2023-09-13
38030,"황운하 ""검찰의 표적·보복 기소일 뿐, 무죄 확신한다""",오마이뉴스,기타,Y,2023-09-13
38031,"‘홍범도 유해’ 모셔온 조진웅 ""너무 처참… 정상 벗어난 논란. 어이없어 웃...",세계일보,중앙지,Y,2023-09-13
38032,[김대호의 대한민국 재건축] 사유와 이념의 국가 리빌딩이 먼저다,스카이데일리,기타,Y,2023-09-13
38033,‘물샐틈없는’ 안보의식 확립,국방일보,기타,Y,2023-09-13
38034,양산시립독립기념관 개관 기념 음악회 개최,경남도민신문,기타,Y,2023-09-14
38035,독립운동가 윤기섭·지청천·이상룡 '육사 명예졸업증' 반납한다,연합뉴스언론사 선정,기타,Y,2023-09-14
38036,독립운동가 운암의 발자취…용문사·봉선사 '운암로드 탐방',뉴시스언론사 선정,기타,Y,2023-09-14
38037,"[단독] ""검토 중""이라더니…'홍범도 흉상' 옮길 트럭까지 준비했던 육사",JTBC언론사 선정,기타,Y,2023-09-14
38038,"[이기홍 칼럼]尹의 ‘이념 드라이브’, 우경화 아닌 ‘정상화’가 목적지다",동아일보,중앙지,Y,2023-09-14
38039,서경덕 교수 ‘경북도 독도 문화산업 콘텐츠 홍보대사’ 위촉,프레시안,기타,Y,2023-09-14
38040,천안 K-컬처 박람회에 K-푸드 거의 없어,굿모닝충청,기타,Y,2023-09-14
38041,"용봉초, 6학년 몽골 해외체험학습으로 호연지기 길러",충청일보,지역종합지,Y,2023-09-14
38042,50년간 약속을 미룬 대가... 미 연방대법원의 역습,슬로우뉴스,기타,Y,2023-09-14
38043,[전시]산수(傘壽) 맞은 '문인화 대가' 창현 박종회 개인전,서울문화투데이,기타,Y,2023-09-14
38044,"경북 콘텐츠진흥원, 독도강치 소재 TV애니메이션 제작 추진",아시아투데이,기타,Y,2023-09-14
38045,서경덕 교수 경상북도 독도 문화산업 콘텐츠 홍보대사로 위촉,열린뉴스통신,기타,Y,2023-09-14
38046,천안 K-컬처 박람회 성공 위한 과제 2가지,굿모닝충청,기타,Y,2023-09-14
38047,애니메이션 '독도 강치' 서경덕 교수와 함께 세계로,대경일보,기타,Y,2023-09-14
38048,"[생활경제 이슈] 시리즈, ‘물의 유희; 차(茶)’ 주제로 34호 시리즈매거진 발...",로이슈,기타,Y,2023-09-14
38049,"경북문화재단 콘텐츠진흥원, 서경덕 교수 홍보대사 위촉…TV애니매이션 ‘독도...",대구일보,지역종합지,Y,2023-09-14
38050,"경북문화재단 콘진원, 독도 문화산업 콘텐츠 홍보대사로 서경덕 교수 위촉",브레이크뉴스,기타,Y,2023-09-14
38051,"독립기념관·국립항공박물관, 역사 문화유산 보존 협약",연합뉴스,기타,Y,2023-09-15
38052,"양산시, 시립독립기념관 개관 기념 음악회 개최",뉴시스,기타,Y,2023-09-15
38053,"독립운동가 후손들, ‘육사 명예졸업증’ 반납 “모욕적”",국민일보언론사 선정,기타,Y,2023-09-15
38054,"이재명 단식, 결국은 실패  與""전략 없이 시작해 중단 못 해..명분 못 찾을 것...",YTN,방송사,Y,2023-09-15
38055,"강성기 천안시의원 ""축사 악취 시민 삶의 질 심각하게 떨어트려""",천지일보,기타,Y,2023-09-15
38056,"권오중 건설교통위원장, ‘천안 야간경관 특화도시’ 제언",지디넷코리아,기타,Y,2023-09-15
38057,"군대 안 가도 되는데 입대한 '모범병사'들…""제2연평해전이 체중 30㎏ 감량하...",TV조선언론사 선정,기타,Y,2023-09-15
38058,진천축협 조합사업 전이용 한마음 대회 개최,축산경제신문,기타,Y,2023-09-15
38059,"천안시의회, K-컬처박람회 성공개최 지원을 위한 연구모임 토론회 개최",민중의소리,기타,Y,2023-09-15
38060,16일부터 용문사·봉선사 '제2회 운암로드 탐방',불교닷컴,기타,Y,2023-09-15
38061,"독립운동가 후손 3인, 육사 명예졸업증 반납",동아일보,중앙지,Y,2023-09-16
38062,"'독립운동 부정' 정권, 대한민국 정부 아냐 서울서 행진대회",노컷뉴스,기타,Y,2023-09-17
38063,“독립전쟁 끝나지 않아”…광복군 창설일에 ‘홍범도 흉상 철거’ 규탄집회,세계일보,중앙지,Y,2023-09-17
38064,"양산시립독립기념관, 개관 기념 음악회 22일 개최",울산매일신문,기타,Y,2023-09-17
38065,"文, 평산책방서 홍범도 장군 책 소개…""올바른 견해 갖고자""",한국경제언론사 선정,기타,Y,2023-09-17
38066,광복군 창설일 '홍범도 흉상 철거' 규탄집회,MBC,방송사,Y,2023-09-17
38067,“홍범도 장군 흉상 철거 규탄”[포토뉴스],경향신문,중앙지,Y,2023-09-17
38068,광복군 창설일 맞아 '홍범도 흉상 철거' 규탄집회,싱글리스트,기타,Y,2023-09-17
38069,"민족문제연구소와 신흥무관학교기념사업회 등, 광복군 창설일에 '홍범도 흉상...",한국강사신문,기타,Y,2023-09-17
38070,천안시의회 'K-컬처 박람회 연구모임' 토론회 개최,아시아투데이,기타,Y,2023-09-17
38071,충남 천안시의회 '천안 K-컬처 박람회 성공개최 지원을 위한 연구모임',충청매일,기타,Y,2023-09-17
38072,"양산시립독립기념관, 개관 기념 음악회 개최",경남일보,기타,Y,2023-09-18
38073,"매헌윤봉길기념관, 가족체험 역사문화 탐방",한국교육신문,기타,Y,2023-09-18
38074,[기고] 홍범도 장군 흉상 이전 반대한다,매일신문,지역종합지,Y,2023-09-18
38075,"[장래혁의 뇌교육 가이드 40편] 정신한류 시대, K명상의 미래가치",브레인미디어,기타,Y,2023-09-18
38076,"경기북부보훈지청, ‘Amazing 70years 드론아트쇼’ 개최",코나스,기타,Y,2023-09-18
38077,"홍범도 흉상 철거' 규탄 집회…""바이든이 워싱턴 동상 옮기는 꼴""",투데이신문,기타,Y,2023-09-18
